Time,X,Y,Speed
65.585,2409.2475725301165,-646.696314338435,165.0
65.865,2538.4770178293797,-608.0709692579866,172.0
66.009,2580.0,-590.0,176.62857142857143
66.145,2617.9001398104065,-574.2586302889315,181.0
66.304,2669.8446071039366,-549.7782712755762,187.0
66.389,2713.0,-524.0,188.5937488
66.464,2760.737989168394,-493.2806066079796,190.0
66.609,2860.0,-425.0,195.414940615483
66.705,2909.821262333527,-387.1275821800304,199.0
66.985,2995.381180423308,-302.6817233758869,204.0
67.069,3020.0,-275.0,206.79999146666665
67.225,3070.097030980428,-217.27725102787292,212.0
67.408,3132.0,-138.0,215.65999616
67.425,3137.6633912316906,-129.93214171781221,216.0
67.648,3210.0,-15.0,219.71666346666666
67.665,3215.283892903746,-5.842824321164176,220.0
67.825,3262.7153494631566,81.55559723675222,225.0
67.848,3269.0,94.0,225.47916266666667
68.048,3322.0,210.0,229.64582933333332
68.065,3327.347566746673,222.59504397547116,230.0
68.308,3415.0,438.0,233.47142582857143
68.345,3426.7456904762944,467.7155461912027,234.0
68.505,3469.06314666027,577.5256149117662,239.0
68.728,3527.0,711.0,242.71666346666666
68.745,3532.341388940974,721.6213814139339,243.0
68.945,3604.642356755255,850.8776595419266,246.0
69.108,3656.0,937.0,248.26388622222223
69.305,3691.3634960558197,996.428468921251,251.0
69.488,3754.0,1073.0,252.30714148571428
69.585,3819.2227424116636,1145.6652858825846,253.0
69.728,3921.0,1255.0,253.0
69.905,3978.9173788425896,1308.8191646971213,253.0
70.048,4022.0,1336.0,253.8937488
70.065,4029.5019891883308,1340.7842346410644,254.0
70.265,4149.905612668509,1415.9165342929082,252.0
70.308,4179.0,1432.0,252.0
70.569,4359.0,1513.0,252.0
70.585,4369.524575913961,1517.0712416141048,252.0
70.669,4424.0,1537.0,252.0
70.905,4582.9568256367975,1583.3835004879704,252.0
70.929,4599.0,1587.0,252.0857142857143
71.149,4743.0,1610.0,252.87142765714285
71.185,4766.392086897218,1612.3088122769245,253.0
71.369,4896.0,1615.0,253.0
71.425,4945.324815369541,1610.7405156855561,253.0
71.665,5172.1208966963995,1574.566060065617,254.0
71.669,5175.0,1574.0,254.01999872
71.865,5267.7303233200655,1550.8341360879328,255.0
72.025,5345.996571600152,1516.2584535890528,256.0
72.049,5364.0,1508.0,256.0
72.225,5538.568469168401,1426.361190297859,256.0
72.289,5600.0,1397.0,256.4
72.385,5677.77146889838,1358.9793222683843,257.0
72.669,5835.0,1279.0,258.57777635555556
72.745,5870.966182502676,1261.5324231434092,259.0
72.944,5960.047752748513,1220.2671979075944,251.0
